percentile,final_cap_bs,cagr_bs,sharpe_bs,maxdd_bs,cagr_pm,sharpe_pm,maxdd_pm
1,6809.3035805394575,-15.204998496839291,-0.765013249686243,-47.24787589944977,-17.81765964742729,-0.833727205545682,-51.25500387027005
5,8631.906555829426,-6.1189375598634586,-0.3184936261655011,-35.71615879337636,-6.0267788345856514,-0.2980434485398869,-36.53919978585751
10,9688.410965286439,-1.3493825276880187,-0.07208271615261415,-30.389376247799476,-1.203823113627228,-0.0625046526857244,-31.314562328704366
25,11398.262875793214,5.777738686989464,0.3182775382181742,-23.07486936041542,6.027481509019483,0.3278724344099665,-23.688455471784994
50,13395.646018029733,13.36809326201469,0.762412172633308,-17.274305551798026,13.46221370277122,0.7688376905886174,-17.34673384879203
75,15434.156500491405,20.474171497637368,1.1985737290940757,-12.980262225023164,20.287867507019136,1.2047355400095405,-13.117036227553653
90,17191.884838008787,26.181942090055966,1.5707309035110384,-10.30890427532779,26.118002272136618,1.6140866176471695,-10.29397514508651
95,18366.275078965224,29.811679913096093,1.8121706276626346,-9.05766463593022,29.47641305958823,1.8685654084123495,-8.961749889727093
99,20407.46901483491,35.81780735041689,2.231190993606094,-7.369429591730402,35.51236694035514,2.3332759771265827,-6.913566229648427
